seq_name	length	topology	coordinates	n_genes	genetic_code	virus_score	fdr	n_hallmarks	marker_enrichment	taxonomy
NZ_CP066531	55161	No terminal repeats	NA	56	11	0.9754	NA	13	58.261	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101779	55186	No terminal repeats	NA	57	11	0.9753	NA	14	56.5203	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR025090	53251	No terminal repeats	NA	54	11	0.9753	NA	13	56.5572	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP054609|provirus_3_28519	28517	Provirus	3-28519	51	11	0.9753	NA	3	26.7539	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034049	54880	No terminal repeats	NA	56	11	0.9753	NA	14	59.6517	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP072883	40266	No terminal repeats	NA	61	11	0.9753	NA	9	64.0012	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074452	54183	No terminal repeats	NA	56	11	0.9752	NA	14	62.6772	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP035392	27344	No terminal repeats	NA	41	11	0.9752	NA	5	29.0202	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890432	53938	No terminal repeats	NA	56	11	0.9751	NA	14	55.3258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033323|provirus_128043_187370	59328	Provirus	128043-187370	103	11	0.9751	NA	10	46.4537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP077813	54288	No terminal repeats	NA	56	11	0.9751	NA	13	60.731	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018697	79806	No terminal repeats	NA	77	11	0.9751	NA	13	72.4881	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP113523|provirus_250535_260619	10085	Provirus	250535-260619	15	11	0.9751	NA	2	11.9009	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP056836|provirus_1_24398	24398	Provirus	1-24398	30	11	0.9751	NA	3	26.826	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP057317	53776	No terminal repeats	NA	54	11	0.975	NA	13	54.8034	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP036330	47429	No terminal repeats	NA	52	11	0.975	NA	14	49.7841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP036444	53634	No terminal repeats	NA	55	11	0.975	NA	14	58.9079	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021760	54404	No terminal repeats	NA	55	11	0.975	NA	13	56.5864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099330	87952	No terminal repeats	NA	104	11	0.975	NA	6	76.0841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OV049816	57678	No terminal repeats	NA	55	11	0.975	NA	14	58.6103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP098173|provirus_260703_275056	14354	Provirus	260703-275056	17	11	0.975	NA	10	16.733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045677|provirus_1_25396	25396	Provirus	1-25396	30	11	0.975	NA	3	23.7678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097387|provirus_1_25396	25396	Provirus	1-25396	30	11	0.975	NA	3	23.7678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP079728|provirus_1_25396	25396	Provirus	1-25396	30	11	0.975	NA	3	23.7678	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095424	55186	No terminal repeats	NA	56	11	0.975	NA	13	55.4078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW485608	55472	No terminal repeats	NA	89	11	0.9749	NA	11	65.0933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP064255	55186	No terminal repeats	NA	56	11	0.9749	NA	13	55.4078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP069205	54404	No terminal repeats	NA	55	11	0.9749	NA	14	57.6269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP044141	50155	No terminal repeats	NA	82	11	0.9749	NA	6	96.417	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP077807	108537	No terminal repeats	NA	124	11	0.9748	NA	15	99.2138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP055603	33901	No terminal repeats	NA	49	11	0.9748	NA	15	61.8292	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP107305	54515	No terminal repeats	NA	54	11	0.9748	NA	13	53.3852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024829	32182	No terminal repeats	NA	43	11	0.9748	NA	16	42.2378	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890506	53943	No terminal repeats	NA	56	11	0.9748	NA	14	55.3258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027369	109641	No terminal repeats	NA	129	11	0.9747	NA	18	124.2432	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP015504	56230	No terminal repeats	NA	60	11	0.9747	NA	13	65.3612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP011399|provirus_57520_67833	10314	Provirus	57520-67833	20	11	0.9746	NA	0	21.3485	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061364	42433	No terminal repeats	NA	54	11	0.9746	NA	17	67.9068	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP023421	53096	No terminal repeats	NA	55	11	0.9745	NA	14	60.0766	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW970557	54404	No terminal repeats	NA	55	11	0.9745	NA	14	58.0159	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP032342|provirus_540252_599541	59290	Provirus	540252-599541	102	11	0.9745	NA	10	46.4537	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029884	106706	No terminal repeats	NA	130	11	0.9745	NA	16	104.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP055678	47010	No terminal repeats	NA	58	11	0.9744	NA	18	70.7949	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW970440	54404	No terminal repeats	NA	55	11	0.9744	NA	14	57.6269	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890473	40217	No terminal repeats	NA	59	11	0.9744	NA	18	71.4324	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033315|provirus_498654_508974	10321	Provirus	498654-508974	25	11	0.9744	NA	0	8.8285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033321|provirus_441891_452211	10321	Provirus	441891-452211	25	11	0.9744	NA	0	8.8285	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP082006	110184	No terminal repeats	NA	127	11	0.9743	NA	15	102.8429	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP064203|provirus_1755287_1793321	38035	Provirus	1755287-1793321	58	11	0.9743	NA	19	53.1139	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW970456	54404	No terminal repeats	NA	55	11	0.9743	NA	13	58.3046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW970480	54404	No terminal repeats	NA	55	11	0.9743	NA	13	58.3046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW970516	54404	No terminal repeats	NA	55	11	0.9743	NA	13	58.3046	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025844	47295	No terminal repeats	NA	62	11	0.9743	NA	17	73.3791	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083847	42856	No terminal repeats	NA	66	11	0.9743	NA	19	66.979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP098717|provirus_2_31826	31825	Provirus	2-31826	48	11	0.9743	NA	11	51.6856	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026270	52919	No terminal repeats	NA	61	11	0.9743	NA	14	62.5619	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053193	108277	No terminal repeats	NA	125	11	0.9742	NA	17	100.8456	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021320	36250	No terminal repeats	NA	56	11	0.9742	NA	14	69.0235	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP019820	47299	No terminal repeats	NA	62	11	0.9742	NA	18	71.6617	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP069918	15740	No terminal repeats	NA	20	11	0.9742	NA	12	29.7638	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP046008|provirus_1_26221	26221	Provirus	1-26221	21	11	0.9742	NA	5	14.9251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP068974	108342	No terminal repeats	NA	130	11	0.9742	NA	15	101.4092	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021942	76739	No terminal repeats	NA	84	11	0.9742	NA	13	69.4371	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP056375	107685	No terminal repeats	NA	128	11	0.9741	NA	15	102.1857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP043265|provirus_153515_188695	35181	Provirus	153515-188695	53	11	0.9741	NA	16	56.0816	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061971	103224	No terminal repeats	NA	115	11	0.9741	NA	19	104.7205	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP064249	56365	No terminal repeats	NA	57	11	0.9741	NA	13	55.4078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018703	66149	No terminal repeats	NA	67	11	0.9741	NA	14	65.6696	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP102549	52856	No terminal repeats	NA	54	11	0.9741	NA	15	55.0939	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP110356|provirus_1_31158	31158	Provirus	1-31158	39	11	0.974	NA	4	32.6148	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LN868939|provirus_1_65036	65036	Provirus	1-65036	92	11	0.974	NA	8	63.3583	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP025933	40175	No terminal repeats	NA	58	11	0.974	NA	21	70.049	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890708	53758	No terminal repeats	NA	55	11	0.974	NA	14	55.3258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890638	53939	No terminal repeats	NA	56	11	0.974	NA	14	55.3258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW970496	55181	No terminal repeats	NA	57	11	0.9739	NA	14	57.3125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031578	60477	No terminal repeats	NA	76	11	0.9739	NA	12	60.8418	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097676	103399	No terminal repeats	NA	110	11	0.9739	NA	23	107.7568	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NC_015062|provirus_540604_585511	44908	Provirus	540604-585511	70	11	0.9739	NA	13	77.0685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062854	107422	No terminal repeats	NA	116	11	0.9738	NA	15	109.5973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP062852	107422	No terminal repeats	NA	116	11	0.9738	NA	15	109.5973	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP121453	3943	No terminal repeats	NA	9	11	0.9738	NA	1	7.9803	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP042502|provirus_3_35347	35345	Provirus	3-35347	47	11	0.9738	NA	8	46.7579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP038638	37950	No terminal repeats	NA	54	11	0.9737	NA	17	42.8013	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061959	110359	No terminal repeats	NA	118	11	0.9737	NA	25	106.7697	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101200	46173	No terminal repeats	NA	60	11	0.9737	NA	17	74.1001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029921	106706	No terminal repeats	NA	129	11	0.9736	NA	16	104.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117737	51835	No terminal repeats	NA	60	11	0.9735	NA	14	61.1414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP119631	43209	No terminal repeats	NA	73	11	0.9735	NA	6	42.0873	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP067422|provirus_447182_475994	28813	Provirus	447182-475994	35	11	0.9735	NA	13	37.1698	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117258|provirus_19605_39626	20022	Provirus	19605-39626	26	11	0.9735	NA	5	22.2331	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP074117|provirus_2_49657	49656	Provirus	2-49657	33	11	0.9734	NA	13	34.5748	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083887|provirus_17117_43139	26023	Provirus	17117-43139	35	11	0.9734	NA	19	35.6018	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_OW970425	55958	No terminal repeats	NA	59	11	0.9734	NA	13	54.8972	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP121469	39745	No terminal repeats	NA	50	11	0.9733	NA	13	50.7518	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP101226	46098	No terminal repeats	NA	60	11	0.9733	NA	17	74.1001	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP104505	50720	No terminal repeats	NA	65	11	0.9733	NA	17	80.749	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029893	106706	No terminal repeats	NA	131	11	0.9733	NA	16	106.3336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083056|provirus_139958_204395	64438	Provirus	139958-204395	70	11	0.9733	NA	30	66.601	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099888	109283	No terminal repeats	NA	125	11	0.9733	NA	17	120.1833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890260	53948	No terminal repeats	NA	56	11	0.9733	NA	14	55.3258	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029916	106706	No terminal repeats	NA	130	11	0.9733	NA	16	104.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029847	106705	No terminal repeats	NA	130	11	0.9733	NA	16	104.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR890729	103830	No terminal repeats	NA	114	11	0.9733	NA	16	92.0078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061057	57450	No terminal repeats	NA	60	11	0.9733	NA	15	58.5709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP061066	57450	No terminal repeats	NA	60	11	0.9733	NA	15	58.5709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018709	73019	No terminal repeats	NA	77	11	0.9732	NA	13	69.5366	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP103584	111561	No terminal repeats	NA	127	11	0.9732	NA	15	92.5636	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP063192	16908	No terminal repeats	NA	23	11	0.9732	NA	4	21.6774	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP058787	92052	No terminal repeats	NA	115	11	0.9732	NA	8	89.7997	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081020	48593	No terminal repeats	NA	73	11	0.9732	NA	14	84.6154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081018	48615	No terminal repeats	NA	73	11	0.9732	NA	14	84.6154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070600	75571	No terminal repeats	NA	68	11	0.9731	NA	15	62.6543	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP045933	108107	No terminal repeats	NA	126	11	0.9731	NA	19	116.6055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP048244|provirus_273563_321720	48158	Provirus	273563-321720	61	11	0.9731	NA	22	60.362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP033624	54773	No terminal repeats	NA	58	11	0.9731	NA	14	59.4983	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076011	54615	No terminal repeats	NA	59	11	0.9731	NA	15	62.9631	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_AP023208|provirus_35773_70208	34436	Provirus	35773-70208	56	11	0.9731	NA	19	64.309	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029647	106706	No terminal repeats	NA	130	11	0.9731	NA	16	104.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029849	106706	No terminal repeats	NA	130	11	0.9731	NA	17	105.6069	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP055252	46914	No terminal repeats	NA	59	11	0.9731	NA	18	70.9341	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP031806	53943	No terminal repeats	NA	56	11	0.9731	NA	14	57.044	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP059741	41241	No terminal repeats	NA	60	11	0.9731	NA	7	67.4508	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053979|provirus_1_33744	33744	Provirus	1-33744	43	11	0.973	NA	0	8.1382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Herelleviridae
NZ_CP029851	106705	No terminal repeats	NA	130	11	0.973	NA	16	104.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092208|provirus_135465_156459	20995	Provirus	135465-156459	29	11	0.973	NA	5	26.5369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021957	72122	No terminal repeats	NA	79	11	0.973	NA	13	73.0782	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029905	106706	No terminal repeats	NA	130	11	0.973	NA	16	106.3708	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029898	106705	No terminal repeats	NA	130	11	0.973	NA	17	105.8367	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR213459	108101	No terminal repeats	NA	126	11	0.973	NA	19	116.6055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099875	109380	No terminal repeats	NA	124	11	0.973	NA	17	116.8542	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095277	107477	No terminal repeats	NA	131	11	0.973	NA	15	112.4283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097706	96993	No terminal repeats	NA	101	11	0.973	NA	16	90.8142	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070567	77092	No terminal repeats	NA	75	11	0.9729	NA	14	70.6947	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP070529	81467	No terminal repeats	NA	81	11	0.9729	NA	15	73.1271	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP122306	35774	No terminal repeats	NA	49	11	0.9729	NA	13	63.6841	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP014707	101118	No terminal repeats	NA	122	11	0.9729	NA	17	104.9207	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP044185	49153	No terminal repeats	NA	68	11	0.9729	NA	17	78.7391	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_LR882992	109318	No terminal repeats	NA	129	11	0.9729	NA	17	114.57	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP053753	109437	No terminal repeats	NA	127	11	0.9729	NA	19	116.6055	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP034755|provirus_76215_159472	83258	Provirus	76215-159472	99	11	0.9729	NA	15	78.342	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP024837	69628	No terminal repeats	NA	72	11	0.9728	NA	13	66.5777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029876	106706	No terminal repeats	NA	130	11	0.9728	NA	16	106.0426	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP117057	25664	No terminal repeats	NA	37	11	0.9728	NA	5	20.8833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP099878	123684	No terminal repeats	NA	144	11	0.9728	NA	20	134.6647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP076865	16943	No terminal repeats	NA	24	11	0.9728	NA	0	20.0993	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP027864	108035	No terminal repeats	NA	131	11	0.9728	NA	16	101.663	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP083618	36821	No terminal repeats	NA	57	11	0.9728	NA	11	65.2161	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP113488	109174	No terminal repeats	NA	126	11	0.9728	NA	17	108.6753	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP081022	48593	No terminal repeats	NA	73	11	0.9727	NA	14	84.6154	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP095244	41710	No terminal repeats	NA	60	11	0.9727	NA	16	68.2326	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP069874	15995	No terminal repeats	NA	24	11	0.9727	NA	7	24.4392	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP092338	108016	No terminal repeats	NA	120	11	0.9727	NA	15	99.0861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP020037	38608	No terminal repeats	NA	62	11	0.9727	NA	17	55.4133	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP094960	43381	No terminal repeats	NA	63	11	0.9726	NA	14	75.4008	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP018688	75838	No terminal repeats	NA	82	11	0.9726	NA	13	71.6347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP026760	67494	No terminal repeats	NA	85	11	0.9726	NA	14	76.6884	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029961	106705	No terminal repeats	NA	130	11	0.9725	NA	16	106.3336	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP029859	106706	No terminal repeats	NA	129	11	0.9725	NA	16	104.6526	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP087648	56365	No terminal repeats	NA	58	11	0.9725	NA	13	55.4078	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP055187	111144	No terminal repeats	NA	133	11	0.9725	NA	15	97.3649	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP097469	13925	ITR	NA	25	11	0.9725	NA	0	12.7575	Viruses;Varidnaviria;Bamfordvirae;Preplasmiviricota;Tectiliviricetes;Kalamavirales;Tectiviridae
NZ_CP074156	47243	No terminal repeats	NA	59	11	0.9725	NA	16	59.5386	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP030078	108358	No terminal repeats	NA	131	11	0.9725	NA	19	108.1988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
NZ_CP021949	81698	No terminal repeats	NA	84	11	0.9725	NA	13	66.2278	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes
