Genome ID	P-P type	MinGenes cutoff	MinGenes hits	Signature to all genes ratio	P-P score sum	P-P type score sum	Composition	Composition size	Tolerance to gaps	Composition hits	Genome size (bp)	Number of proteins
NZ_CP047967	pMT1	50	16	0.134	16	6.9	NA	NA	NA	NA	110177	119
NZ_CP010386	pMT1	50	16	0.122	16	6.9	NA	NA	NA	NA	121660	131
NZ_CP029247	pMT1	50	17	0.143	17	7.8	NA	NA	NA	NA	108404	119
NZ_CP024909	pMT1	50	17	0.143	17	7.8	NA	NA	NA	NA	108404	119
NZ_CP034755	pMT1	50	16	0.1	16	6.9	NA	NA	NA	NA	160216	160
NZ_AP019819	pMT1	50	16	0.122	16	6.9	NA	NA	NA	NA	115150	131
NZ_AP022453	pMT1	50	16	0.128	16	6.9	NA	NA	NA	NA	109813	125
NC_018843	pMT1	50	14	0.108	14	6.3	NA	NA	NA	NA	103299	130
NZ_CP040567	pMT1	50	18	0.149	18	7.9	NA	NA	NA	NA	105670	121
NZ_CP014995	pMT1	50	12	0.099	12	4.8	NA	NA	NA	NA	109917	121
NZ_CP033346	pMT1	50	12	0.099	12	4.8	NA	NA	NA	NA	109917	121
NZ_CP017724	pMT1	50	19	0.151	19	8.8	NA	NA	NA	NA	106449	126
NZ_CP031722	pMT1	50	15	0.121	15	6.1	NA	NA	NA	NA	114700	124
NZ_CP046272	pMT1	50	15	0.121	15	6.1	NA	NA	NA	NA	114701	124
NZ_CP061745	pMT1	50	15	0.135	15	6.1	NA	NA	NA	NA	106755	111
NZ_CP056637	pMT1	50	13	0.104	13	5.2	NA	NA	NA	NA	118387	125
NZ_CP064658	pMT1	50	15	0.135	15	6.1	NA	NA	NA	NA	106771	111
NC_003385	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106516	121
NZ_CP029929	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106706	121
NZ_CP029951	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106706	121
NZ_CP029865	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106706	121
NZ_CP029867	pMT1	50	16	0.133	16	6.6	NA	NA	NA	NA	106706	120
NZ_CP029889	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106706	121
NZ_CP029893	pMT1	50	16	0.131	16	6.6	NA	NA	NA	NA	106706	122
NZ_CP029901	pMT1	50	16	0.133	16	6.6	NA	NA	NA	NA	106706	120
NZ_CP029916	pMT1	50	16	0.13	16	6.6	NA	NA	NA	NA	106706	123
NZ_CP029921	pMT1	50	16	0.133	16	6.6	NA	NA	NA	NA	106706	120
NZ_CP029884	pMT1	50	16	0.133	16	6.6	NA	NA	NA	NA	106706	120
NZ_CP029905	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106706	121
NZ_CP029961	pMT1	50	16	0.131	16	6.6	NA	NA	NA	NA	106705	122
NZ_CP029849	pMT1	50	16	0.133	16	6.6	NA	NA	NA	NA	106706	120
NZ_CP029857	pMT1	50	16	0.133	16	6.6	NA	NA	NA	NA	106706	120
NZ_CP029859	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106706	121
NZ_CP029647	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106706	121
NZ_CP029847	pMT1	50	15	0.125	15	6.1	NA	NA	NA	NA	106705	120
NZ_CP029851	pMT1	50	16	0.132	16	6.6	NA	NA	NA	NA	106705	121
NZ_CP051133	pMT1	50	15	0.124	15	6.5	NA	NA	NA	NA	108999	121
NC_009377	pMT1	50	3	0.043	1	1	NA	NA	NA	NA	71507	70
NZ_CP009713	pMT1	50	3	0.043	1	1	NA	NA	NA	NA	71507	70
NZ_CP010246	pMT1	50	3	0.043	1	1	NA	NA	NA	NA	71525	70
NZ_CP006750	pMT1	50	3	0.042	1	1	NA	NA	NA	NA	71523	71
NZ_CP006747	pMT1	50	3	0.043	1	1	NA	NA	NA	NA	71523	70
NZ_CP033710	pMT1	50	1	0.014	0.8	0.8	NA	NA	NA	NA	69815	73
NZ_LT596222	pMT1	50	1	0.014	0.8	0.8	NA	NA	NA	NA	69815	71
NC_010635	pMT1	50	1	0.014	0.8	0.8	NA	NA	NA	NA	69812	72
NZ_CP009779	pMT1	50	1	0.014	0.8	0.8	NA	NA	NA	NA	69812	72
NZ_CP009860	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	121385	118
NZ_CP008715	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	120653	106
NZ_CP017632	pMT1	50	2	0.006	0.2	0.2	NA	NA	NA	NA	369298	363
NZ_CP019214	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	289260	274
NZ_CP023356	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	94881	104
NZ_CP029243	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	146268	128
NZ_CP040922	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	143714	124
NZ_CP051653	pMT1	50	2	0.024	0.2	0.2	NA	NA	NA	NA	99009	82
NZ_CP051655	pMT1	50	2	0.045	0.2	0.2	NA	NA	NA	NA	70650	44
NZ_CP051654	pMT1	50	2	0.067	0.2	0.2	NA	NA	NA	NA	45063	30
NZ_CP051656	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	175089	130
NZ_CP043415	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	138121	109
NZ_CP041436	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	88727	93
NZ_CP048338	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	155486	141
NZ_CP049937	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	127295	108
NZ_CP051220	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	107230	111
NZ_CP053235	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	159399	147
NZ_CP053298	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	119964	107
NZ_AP022162	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	147186	144
NZ_CP065971	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	128137	102
NZ_CP070072	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	136908	111
NZ_CP070074	pMT1	50	3	0.024	1.2	0.4	NA	NA	NA	NA	115209	124
NZ_CP070070	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	112030	116
NZ_LR130556	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	136397	134
NZ_LR890199	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	125802	120
NZ_LR890335	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	139312	135
NZ_LR890537	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	158162	149
NZ_CP043218	pMT1	50	2	0.023	0.2	0.2	NA	NA	NA	NA	102028	87
NZ_CP051322	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	278418	278
NZ_CP051392	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	282550	280
NZ_CP022064	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	109170	114
NZ_CP009489	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	9610	8
NZ_CP009783	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70305	71
NZ_CP009842	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70305	71
NZ_CP009988	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	9610	8
NZ_CP016274	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70304	70
NZ_CP016276	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9612	9
NZ_CP033691	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9611	9
NZ_CP033697	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70300	71
NZ_CP033698	pMT1	50	2	0.111	0.2	0.2	NA	NA	NA	NA	19216	18
NZ_CP033695	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	70174	70
NZ_CP045147	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70303	71
NZ_CP045148	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	9610	8
NZ_CP045153	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP045157	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	9611	8
NZ_CP045262	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9610	9
NZ_CP045638	pMT1	50	2	0.286	0.2	0.2	NA	NA	NA	NA	9607	7
NC_003131	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70305	71
NC_003132	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9612	9
NZ_CP009972	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70305	71
NC_005813	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70159	72
NC_005816	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NC_008122	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70299	72
NC_008121	pMT1	50	2	0.2	0.2	0.2	NA	NA	NA	NA	10777	10
NZ_CP009903	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NC_008119	pMT1	50	2	0.2	0.2	0.2	NA	NA	NA	NA	10778	10
NC_017156	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	9611	8
NC_014027	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NZ_CP010020	pMT1	50	1	0.125	0.1	0.1	NA	NA	NA	NA	9606	8
NC_017170	pMT1	50	2	0.25	0.2	0.2	NA	NA	NA	NA	8431	8
NZ_CP009839	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9612	9
NZ_CP045160	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	70503	72
NZ_CP045161	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9611	9
NZ_CP006791	pMT1	50	1	0.014	0.1	0.1	NA	NA	NA	NA	70508	71
NZ_CP006793	pMT1	50	2	0.222	0.2	0.2	NA	NA	NA	NA	9609	9
NZ_CP006761	pMT1	50	1	0.015	0.1	0.1	NA	NA	NA	NA	71523	68
NZ_CP027411	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	232341	219
NZ_CP051311	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	239428	221
NZ_CP051359	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	234536	218
NZ_CP051382	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	235025	220
NZ_CP051412	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	232583	219
NZ_CP006757	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	71507	70
NZ_CP065153	pMT1	50	2	0.011	0.2	0.2	NA	NA	NA	NA	237102	175
NZ_CP039490	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	131067	133
NZ_CP045756	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	99458	103
NZ_CP047742	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114230	118
NZ_CP010882	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	122966	115
NZ_CP012634	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114221	116
NZ_CP014496	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	114223	114
NZ_CP014498	pMT1	50	2	0.011	0.2	0.2	NA	NA	NA	NA	209768	185
NZ_CP014523	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	114223	112
NZ_CP015140	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	129154	119
NZ_CP015070	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	111851	104
NZ_CP015160	pMT1	50	2	0.009	0.2	0.2	NA	NA	NA	NA	212180	227
NZ_CP014668	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	101201	107
NZ_CP018952	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	132345	126
NZ_CP018998	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	99006	101
NZ_CP019009	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	130905	130
NZ_CP021180	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	135720	127
NZ_CP021690	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	163045	147
NZ_CP014110	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	115764	116
NZ_CP026494	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	201203	156
NZ_CP027537	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	100279	102
NZ_CP029580	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	178078	171
NZ_CP029577	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	139191	142
NZ_CP028484	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	128911	117
NZ_CP030770	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	149680	153
NZ_CP030112	pMT1	50	2	0.027	0.2	0.2	NA	NA	NA	NA	88421	74
NZ_CP032202	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	140509	132
NZ_CP032258	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	128033	120
NZ_CP023827	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	125877	124
NZ_CP023821	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	113737	120
NZ_AP018785	pMT1	50	2	0.011	0.2	0.2	NA	NA	NA	NA	169561	185
NZ_CP035478	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	149312	143
NZ_CP035517	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	149317	144
NZ_CP035468	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	151747	147
NZ_CP029422	pMT1	50	2	0.024	0.2	0.2	NA	NA	NA	NA	89323	85
NZ_CP045279	pMT1	50	2	0.028	0.2	0.2	NA	NA	NA	NA	82182	72
NZ_CP048648	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	126964	127
NZ_AP022651	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	102029	92
NZ_CP051736	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	116897	120
NZ_CP051715	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114224	117
NZ_CP051712	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	116892	120
NZ_CP053248	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	145015	139
NZ_CP053246	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	111831	111
NZ_CP053253	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	174260	162
NZ_CP054355	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	78886	69
NZ_CP054215	pMT1	50	2	0.025	0.2	0.2	NA	NA	NA	NA	89178	79
NZ_CP054220	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	128954	123
NZ_CP054233	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	129632	131
NZ_CP059282	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	140350	136
NZ_CP059280	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	141169	137
NZ_AP021964	pMT1	50	2	0.021	0.2	0.2	NA	NA	NA	NA	105095	94
NZ_AP021999	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	105864	92
NZ_AP022033	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	105867	92
NZ_AP022045	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	148598	145
NZ_AP022065	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	134864	127
NZ_AP022070	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	117617	100
NZ_AP022208	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	214586	236
NZ_CP064848	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	130181	134
NZ_CP047712	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	123643	125
NZ_CP069448	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114237	118
NZ_CP069454	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114230	117
NZ_CP069864	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	115574	121
NZ_CP069891	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114230	117
NZ_CP070042	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114229	117
NZ_CP070065	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114236	117
NZ_CP070067	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	123092	119
NZ_CP070097	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	104896	93
NZ_CP070125	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114213	117
NZ_CP070150	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	124137	131
NZ_CP070163	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	114874	109
NZ_CP063494	pMT1	50	1	0.007	0.1	0.1	NA	NA	NA	NA	150711	138
NZ_CP063516	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	149434	142
NZ_LS992169	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	172923	159
NZ_LR130565	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	133379	135
NZ_LR130563	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114230	118
NZ_LR890300	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	160467	155
NZ_LR890467	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	160530	155
NZ_LR890607	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	126618	116
NZ_LR890694	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	112822	115
NZ_LR898875	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	107967	115
NC_007941	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114230	118
NC_013655	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	122345	125
NC_017630	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	114550	112
NZ_CP051610	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	113351	101
NZ_CP051616	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	134872	127
NZ_CP063775	pMT1	50	2	0.039	0.2	0.2	NA	NA	NA	NA	58468	51
NZ_AP022327	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	139450	133
NZ_CP028321	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114229	120
NZ_CP015131	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	142858	143
NZ_LR890563	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	159592	150
NZ_CP041619	pMT1	50	2	0.025	0.2	0.2	NA	NA	NA	NA	90682	80
NZ_CP031790	pMT1	50	1	0.006	0.1	0.1	NA	NA	NA	NA	213061	174
NZ_LR890475	pMT1	50	1	0.005	0.1	0.1	NA	NA	NA	NA	269868	220
NZ_CP006780	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	71522	69
NZ_CP006753	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	71522	69
NZ_CP020510	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	118182	129
NZ_CP038455	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	117599	128
NZ_AP022179	pMT1	50	1	0.013	0.1	0.1	NA	NA	NA	NA	94173	78
NZ_CP027127	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	98987	109
NZ_CP029110	pMT1	50	2	0.021	0.2	0.2	NA	NA	NA	NA	91246	97
NZ_CP032264	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	101614	111
NZ_CP049350	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	94989	101
NZ_CP048293	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	269306	274
NZ_CP048295	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	99802	107
NZ_CP012923	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	99011	108
NZ_CP012936	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	98999	109
NZ_CP016516	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	98998	110
NZ_CP016522	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	101723	113
NZ_CP016572	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	98999	110
NZ_CP016568	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	98998	110
NZ_CP044183	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	101684	110
NZ_CP051312	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	101468	110
NZ_CP060509	pMT1	50	2	0.01	0.2	0.2	NA	NA	NA	NA	209422	205
NZ_CP051343	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	101468	111
NZ_CP051405	pMT1	50	1	0.009	0.1	0.1	NA	NA	NA	NA	99003	109
NZ_CP030025	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	100335	109
NZ_CP051314	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	102373	111
NZ_CP016865	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	104250	114
NZ_CP028315	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	98989	106
NZ_CP054346	pMT1	50	2	0.056	0.2	0.2	NA	NA	NA	NA	39154	36
NZ_CP051707	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	114026	119
NZ_CP051332	pMT1	50	2	0.006	0.2	0.2	NA	NA	NA	NA	330859	314
NZ_CP041426	pMT1	50	3	0.026	1.2	0.4	NA	NA	NA	NA	114158	114
NZ_CP022280	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	191691	141
NZ_CP022281	pMT1	50	1	0.019	0.1	0.1	NA	NA	NA	NA	59190	54
NZ_CP028537	pMT1	50	2	0.006	0.2	0.2	NA	NA	NA	NA	328828	320
NZ_CP030780	pMT1	50	2	0.026	0.2	0.2	NA	NA	NA	NA	80632	76
NZ_CP030779	pMT1	50	2	0.038	0.2	0.2	NA	NA	NA	NA	56603	52
NZ_CP024255	pMT1	50	2	0.029	0.2	0.2	NA	NA	NA	NA	95515	68
NZ_CP024827	pMT1	50	2	0.017	0.2	0.2	NA	NA	NA	NA	122937	118
NZ_CP025855	pMT1	50	2	0.026	0.2	0.2	NA	NA	NA	NA	84977	78
NZ_CP025854	pMT1	50	2	0.038	0.2	0.2	NA	NA	NA	NA	80573	53
NZ_CP025852	pMT1	50	1	0.034	0.1	0.1	NA	NA	NA	NA	29775	29
NZ_CP025870	pMT1	50	3	0.029	1.2	0.4	NA	NA	NA	NA	100470	102
NZ_CP025872	pMT1	50	2	0.039	0.2	0.2	NA	NA	NA	NA	77635	51
NZ_CP025850	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	158237	136
NZ_CP025868	pMT1	50	3	0.03	1.2	0.4	NA	NA	NA	NA	100473	101
NZ_CP025866	pMT1	50	2	0.04	0.2	0.2	NA	NA	NA	NA	78116	50
NZ_CP025883	pMT1	50	3	0.029	1.2	0.4	NA	NA	NA	NA	100473	102
NZ_CP025884	pMT1	50	2	0.039	0.2	0.2	NA	NA	NA	NA	78134	51
NZ_CP025893	pMT1	50	2	0.031	0.2	0.2	NA	NA	NA	NA	105440	65
NZ_CP025894	pMT1	50	3	0.03	1.2	0.4	NA	NA	NA	NA	100473	101
NZ_CP051734	pMT1	50	2	0.018	0.2	0.2	NA	NA	NA	NA	110400	112
NZ_AP023191	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	272842	263
NZ_AP023198	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	272842	263
NZ_CP059908	pMT1	50	2	0.012	0.2	0.2	NA	NA	NA	NA	193291	164
NZ_CP059910	pMT1	50	2	0.02	0.2	0.2	NA	NA	NA	NA	99361	101
NZ_CP066033	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	97453	104
NZ_CP066034	pMT1	50	1	0.01	0.1	0.1	NA	NA	NA	NA	88626	99
NZ_LR883014	pMT1	50	2	0.03	0.2	0.2	NA	NA	NA	NA	94840	66
NZ_CP024259	pMT1	50	2	0.031	0.2	0.2	NA	NA	NA	NA	94817	65
NZ_CP056698	pMT1	50	2	0.015	0.2	0.2	NA	NA	NA	NA	127911	132
NZ_CP067067	pMT1	50	2	0.006	0.2	0.2	NA	NA	NA	NA	328379	310
NZ_CP048776	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	311615	300
NZ_CP050727	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	147578	158
NZ_CP050732	pMT1	50	2	0.01	0.2	0.2	NA	NA	NA	NA	181971	197
NZ_CP039440	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	276733	267
NZ_CP037959	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	278374	270
NZ_CP039170	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	278377	271
NZ_CP062224	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	270696	268
NZ_CP062226	pMT1	50	1	0.004	0.1	0.1	NA	NA	NA	NA	265014	262
NZ_CP045449	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	276739	268
NZ_CP045446	pMT1	50	2	0.007	0.2	0.2	NA	NA	NA	NA	276821	268
NZ_CP039562	pMT1	50	2	0.01	0.2	0.2	NA	NA	NA	NA	178506	200
NZ_CP039861	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	245375	240
NZ_CP019561	pMT1	50	2	0.016	0.2	0.2	NA	NA	NA	NA	148529	128
NZ_CP033633	pMT1	50	1	0.008	0.1	0.1	NA	NA	NA	NA	139752	131
NZ_CP051721	pMT1	50	2	0.043	0.2	0.2	NA	NA	NA	NA	65217	46
NZ_CP024975	pMT1	50	1	0.012	0.1	0.1	NA	NA	NA	NA	86835	85
NZ_CP027106	pMT1	50	2	0.022	0.2	0.2	NA	NA	NA	NA	106432	89
NZ_CP010372	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	151583	149
NZ_CP019909	pMT1	50	2	0.026	0.2	0.2	NA	NA	NA	NA	85009	76
NZ_CP018956	pMT1	50	2	0.008	0.2	0.2	NA	NA	NA	NA	216226	251
NZ_CP018964	pMT1	50	2	0.019	0.2	0.2	NA	NA	NA	NA	118495	107
NZ_CP018990	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	150994	149
NZ_CP019002	pMT1	50	3	0.027	1.2	0.4	NA	NA	NA	NA	112917	110
NZ_CP032877	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	150853	148
NZ_CP022227	pMT1	50	2	0.013	0.2	0.2	NA	NA	NA	NA	150853	149
NZ_CP028587	pMT1	50	2	0.014	0.2	0.2	NA	NA	NA	NA	150853	148
NZ_CP032425	pMT1	50	2	0.025	0.2	0.2	NA	NA	NA	NA	88392	79
