seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
NZ_CP059721	6658	No terminal repeats	8	11	0.9959	NA	3	8.9092	NA	NA
NZ_CP072420	2731	No terminal repeats	5	11	0.9959	NA	0	5.1886	NA	NA
NZ_LR882975	8834	No terminal repeats	12	11	0.9959	NA	1	12.632	NA	NA
NZ_CP092011	5728	No terminal repeats	7	11	0.9959	NA	3	7.8804	MOBQ	NA
NZ_CP104490	3373	No terminal repeats	5	11	0.9959	NA	3	5.9811	NA	NA
NZ_CP117578	5341	No terminal repeats	6	11	0.9959	NA	0	7.0882	NA	NA
NZ_CP049078	70739	No terminal repeats	87	11	0.9959	NA	28	79.2701	virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF;F_traL;F_traE;F_traK;F_traV	NA
NZ_CP087577	6647	No terminal repeats	9	11	0.9959	NA	4	10.3799	NA	NA
NZ_CP059485	6127	No terminal repeats	9	11	0.9959	NA	1	9.6584	NA	NA
NZ_CP097893	2531	No terminal repeats	2	11	0.9959	NA	1	2.4929	NA	NF000153
NZ_CP084507	6920	No terminal repeats	10	11	0.9959	NA	4	11.0674	NA	NA
NZ_AP022450	5650	No terminal repeats	9	11	0.9959	NA	2	7.8917	MOBP1	NA
NZ_CP117144	27593	No terminal repeats	25	11	0.9959	NA	1	36.0633	NA	NA
NZ_CP053653	6648	No terminal repeats	8	11	0.9959	NA	3	8.9092	NA	NA
NZ_AP022286	4897	No terminal repeats	7	11	0.9958	NA	2	6.739	MOBP1	NA
NZ_CP086517	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP048317	3372	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP085165	5670	No terminal repeats	9	11	0.9958	NA	2	8.381	MOBQ	NA
NZ_CP059026	13956	No terminal repeats	19	11	0.9958	NA	1	21.0335	NA	NA
NZ_CP074023	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP040650	3095	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP074037	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP070078	60771	No terminal repeats	71	11	0.9958	NA	30	70.0696	F_traG;MOBF;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG	NA
NZ_CP053654	3499	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP029169	4213	No terminal repeats	5	11	0.9958	NA	0	5.9024	NA	NA
NZ_CP032799	63089	No terminal repeats	73	11	0.9958	NA	28	74.7856	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP103757	70739	No terminal repeats	87	11	0.9958	NA	28	79.2701	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP075636	2464	No terminal repeats	2	11	0.9958	NA	2	2.2861	NA	NA
NZ_CP077731	29645	No terminal repeats	42	11	0.9958	NA	1	55.5334	NA	NA
NZ_CP010175	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP032082	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP057102	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP070928	3375	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP018132	4137	No terminal repeats	5	11	0.9958	NA	0	5.9024	NA	NA
NZ_CP116077	70464	No terminal repeats	84	11	0.9958	NA	28	78.6834	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP050043	3373	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP085698	3373	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP035128	3373	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP082960	4018	No terminal repeats	5	11	0.9958	NA	3	5.4339	NA	NA
NZ_CP098830	3373	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP084310	4440	No terminal repeats	5	11	0.9958	NA	2	6.6739	MOBQ	NA
NZ_CP095513	6659	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP094342	19977	No terminal repeats	28	11	0.9958	NA	16	30.82	F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traH;F_traF;F_traN	NA
NZ_CP039608	3351	No terminal repeats	4	11	0.9958	NA	2	4.6905	MOBP1	NA
NZ_CP059025	30693	No terminal repeats	43	11	0.9958	NA	1	58.9596	NA	NA
NZ_CP122475	4018	No terminal repeats	5	11	0.9958	NA	3	5.4339	NA	NA
NZ_AP024129	6668	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP018748	27114	No terminal repeats	41	11	0.9958	NA	1	58.3481	NA	NA
NZ_CP047581	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP101218	2543	No terminal repeats	2	11	0.9958	NA	2	2.2861	NA	NA
NZ_CP099724	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP013223	3371	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP062911	6647	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP123015	3376	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_AP022000	6669	No terminal repeats	8	11	0.9958	NA	3	8.9092	NA	NA
NZ_CP098833	3372	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP069523	67045	No terminal repeats	78	11	0.9958	NA	29	78.5285	F_traH;F_traG;MOBF;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH	NA
NZ_CP021938	75318	No terminal repeats	93	11	0.9958	NA	29	85.621	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_AP025679	68966	No terminal repeats	81	11	0.9958	NA	28	79.8732	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP117403	3370	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP117393	3370	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP038610	4018	No terminal repeats	5	11	0.9958	NA	3	5.4339	NA	NA
NZ_CP068280	67545	DTR	74	11	0.9958	NA	28	77.003	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP011496	67545	DTR	74	11	0.9958	NA	28	77.003	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP060937	3374	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP068282	67545	DTR	74	11	0.9958	NA	28	77.003	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_LR890290	62174	No terminal repeats	74	11	0.9958	NA	29	72.7335	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP021100	6162	No terminal repeats	8	11	0.9958	NA	4	9.4177	NA	NA
NZ_CP118722	7056	No terminal repeats	8	11	0.9958	NA	0	5.8987	MOBV	NA
NZ_CP028864	29563	No terminal repeats	41	11	0.9958	NA	1	53.8151	NA	NA
NZ_CP069908	8911	No terminal repeats	9	11	0.9958	NA	4	11.0033	F_traG;F_traH	NA
NZ_CP104486	69202	No terminal repeats	79	11	0.9958	NA	29	73.3122	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP051414	3371	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP065609	6888	No terminal repeats	8	11	0.9958	NA	2	8.7527	NA	NA
NZ_AP025676	66920	No terminal repeats	78	11	0.9958	NA	28	78.8815	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP085205	4042	No terminal repeats	7	11	0.9958	NA	4	7.6994	NA	NA
NZ_CP123020	67953	No terminal repeats	81	11	0.9958	NA	28	75.8509	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF000088;NF012178
NZ_CP120570	6888	No terminal repeats	8	11	0.9958	NA	2	8.7527	NA	NA
NZ_CP095173	5966	No terminal repeats	9	11	0.9958	NA	3	6.4412	NA	NA
NZ_CP069409	8052	No terminal repeats	9	11	0.9958	NA	2	7.2506	MOBQ	NA
NZ_CP050782	3372	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP070094	4071	No terminal repeats	6	11	0.9958	NA	0	4.438	NA	NA
NZ_CP039838	3371	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP058184	67313	No terminal repeats	84	11	0.9958	NA	27	86.9447	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP024284	59626	No terminal repeats	68	11	0.9958	NA	27	64.0039	F_traG;MOBF;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH	NA
NZ_CP017208	30017	No terminal repeats	44	11	0.9958	NA	1	57.2413	NA	NA
NZ_CP101384	6647	No terminal repeats	7	11	0.9958	NA	3	7.1909	NA	NA
NZ_CP013270	10566	No terminal repeats	11	11	0.9958	NA	8	12.3467	MOBQ;MOBQ;MOBQ	NA
NZ_LR890213	3271	No terminal repeats	5	11	0.9958	NA	0	5.2619	NA	NA
NZ_CP031204	8042	No terminal repeats	9	11	0.9958	NA	3	7.272	MOBP1	NA
NZ_CP069574	3360	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP104091	2630	No terminal repeats	3	11	0.9958	NA	0	3.1492	NA	NA
NZ_CP075556	6598	No terminal repeats	8	11	0.9958	NA	2	5.3067	NA	NA
NZ_CP057096	5603	No terminal repeats	4	11	0.9958	NA	0	4.3011	NA	NA
NZ_CP038396	6888	No terminal repeats	8	11	0.9958	NA	2	8.7527	NA	NA
NZ_CP097432	70092	No terminal repeats	68	11	0.9958	NA	29	68.749	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP032108	6886	No terminal repeats	9	11	0.9958	NA	2	6.786	MOBQ	NA
NZ_CP012934	3372	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP012927	3372	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP012928	62920	No terminal repeats	73	11	0.9958	NA	28	71.2941	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP091475	9564	No terminal repeats	6	11	0.9958	NA	2	6.0011	MOBQ	NA
NZ_CP077432	9564	No terminal repeats	6	11	0.9958	NA	2	6.0011	MOBQ	NA
NZ_CP074015	9564	No terminal repeats	6	11	0.9958	NA	2	6.0011	MOBQ	NA
NZ_AP025241	7659	No terminal repeats	12	11	0.9958	NA	1	12.0414	MOBB;t4cp1	NA
NC_011082	3373	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_AP022824	25275	No terminal repeats	19	11	0.9958	NA	3	14.3573	NA	NF012176;NF012176;NF012176
NZ_CP073187	37518	No terminal repeats	36	11	0.9958	NA	1	54.9231	NA	NA
NZ_CP102696	67067	No terminal repeats	77	11	0.9958	NA	29	76.0906	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP083928	2857	No terminal repeats	5	11	0.9958	NA	0	4.9317	NA	NA
NZ_CP083918	2857	No terminal repeats	5	11	0.9958	NA	0	4.9317	NA	NA
NZ_AP022534	111171	No terminal repeats	137	11	0.9958	NA	51	137.0761	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP093924	8335	No terminal repeats	9	11	0.9958	NA	2	10.0164	NA	NA
NZ_CP091699	58919	No terminal repeats	69	11	0.9958	NA	27	66.115	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP070109	5840	No terminal repeats	8	11	0.9958	NA	1	7.4904	NA	NA
NZ_CP024319	36155	No terminal repeats	36	11	0.9958	NA	1	48.0912	NA	NA
NZ_CP037958	3373	No terminal repeats	5	11	0.9958	NA	3	5.9811	NA	NA
NZ_CP054195	3521	No terminal repeats	4	11	0.9957	NA	1	4.6754	NA	NA
NZ_CP070118	69978	No terminal repeats	88	11	0.9957	NA	29	80.9386	F_traV;F_traK;F_traE;F_traL;MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV	NA
NZ_CP120551	77638	No terminal repeats	87	11	0.9957	NA	28	82.3968	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP074066	30617	No terminal repeats	43	11	0.9957	NA	1	57.2517	NA	NA
NZ_CP017206	30617	No terminal repeats	43	11	0.9957	NA	1	57.2517	NA	NA
NZ_CP079649	5561	No terminal repeats	5	11	0.9957	NA	0	5.1886	NA	NA
NZ_CP071254	69776	No terminal repeats	85	11	0.9957	NA	26	87.5808	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP011944	3372	No terminal repeats	5	11	0.9957	NA	3	5.9811	NA	NA
NZ_CP032262	75026	No terminal repeats	83	11	0.9957	NA	28	81.8618	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP048362	69538	No terminal repeats	83	11	0.9957	NA	28	80.3009	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP035658	4316	No terminal repeats	5	11	0.9957	NA	1	6.0921	NA	NA
NZ_CP047713	68886	No terminal repeats	81	11	0.9957	NA	29	81.0519	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP049080	3372	No terminal repeats	5	11	0.9957	NA	3	5.9811	NA	NA
NZ_CP024385	28920	No terminal repeats	23	11	0.9957	NA	0	32.637	NA	NA
NZ_CP094566	30019	No terminal repeats	44	11	0.9957	NA	1	57.2413	NA	NA
NZ_CP013968	6163	No terminal repeats	7	11	0.9957	NA	2	5.7497	MOBP1	NA
NZ_CP076712	66958	No terminal repeats	86	11	0.9957	NA	31	80.9622	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP069999	82270	No terminal repeats	89	11	0.9957	NA	19	77.4014	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP040320	3372	No terminal repeats	5	11	0.9957	NA	3	5.9811	NA	NA
NZ_CP070532	4096	No terminal repeats	4	11	0.9957	NA	1	4.8591	NA	NA
NZ_AP026094	66944	No terminal repeats	76	11	0.9957	NA	28	74.7856	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP040653	3372	No terminal repeats	5	11	0.9957	NA	3	5.9811	NA	NA
NZ_CP051737	71625	No terminal repeats	82	11	0.9957	NA	28	81.3222	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP077730	30868	No terminal repeats	48	11	0.9957	NA	1	65.8327	NA	NA
NZ_CP116482	66908	No terminal repeats	67	11	0.9957	NA	29	66.608	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP103744	72458	No terminal repeats	85	11	0.9957	NA	28	78.278	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP099321	4096	No terminal repeats	4	11	0.9957	NA	1	4.8591	NA	NA
NZ_CP066449	4305	No terminal repeats	5	11	0.9957	NA	1	6.0921	NA	NA
NZ_CP030227	4096	No terminal repeats	4	11	0.9957	NA	1	4.8591	NA	NA
NZ_AP018811	75799	No terminal repeats	94	11	0.9957	NA	31	81.7215	MOBV;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traH;F_traG;MOBF	NF012171;NF000052;NF012174;NF012171;NF000052
NZ_AP022297	3372	No terminal repeats	5	11	0.9957	NA	3	5.9811	NA	NA
NZ_AP022048	3372	No terminal repeats	5	11	0.9957	NA	3	5.9811	NA	NA
NZ_AP019693	4096	No terminal repeats	4	11	0.9957	NA	1	4.8591	NA	NA
NZ_CP116172	7559	No terminal repeats	6	11	0.9957	NA	1	4.7904	NA	NA
NZ_AP022072	77891	No terminal repeats	96	11	0.9957	NA	29	85.621	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP095506	67746	No terminal repeats	76	11	0.9957	NA	26	73.8484	F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;MOBF	NA
NZ_CP029392	4761	No terminal repeats	7	11	0.9957	NA	2	7.5238	MOBQ	NA
NZ_CP017210	8714	No terminal repeats	9	11	0.9957	NA	1	9.7351	NA	NA
NZ_CP042943	42599	No terminal repeats	48	11	0.9957	NA	24	48.424	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP074705	72073	No terminal repeats	74	11	0.9957	NA	29	72.9819	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF000493;NF000088;NF012178
NZ_CP059545	7369	No terminal repeats	10	11	0.9957	NA	2	10.1895	MOBQ	NA
NZ_CP113188	70383	No terminal repeats	82	11	0.9957	NA	27	75.1959	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NF000466;NF000466
NZ_CP103682	4096	No terminal repeats	4	11	0.9957	NA	1	4.8591	NA	NA
NZ_CP103686	4096	No terminal repeats	4	11	0.9957	NA	1	4.8591	NA	NA
NZ_CP070011	69565	No terminal repeats	79	11	0.9957	NA	28	76.8715	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP069648	67974	No terminal repeats	80	11	0.9957	NA	28	73.3378	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP097428	70092	No terminal repeats	68	11	0.9957	NA	29	68.749	virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF;F_traL;F_traE;F_traK;F_traV	NA
NZ_CP044038	77529	No terminal repeats	95	11	0.9957	NA	27	96.7856	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP059022	7295	No terminal repeats	9	11	0.9957	NA	1	9.7248	NA	NA
NZ_CP049848	68488	No terminal repeats	80	11	0.9957	NA	28	78.4942	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP054226	5658	No terminal repeats	6	11	0.9957	NA	1	5.9786	NA	NA
NC_013362	63365	No terminal repeats	81	11	0.9957	NA	29	76.3811	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP046261	66053	No terminal repeats	78	11	0.9957	NA	28	70.2863	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NF012147;NF000005
NZ_CP019691	40443	No terminal repeats	40	11	0.9957	NA	14	36.6726	I_traE;I_traI;I_traK;I_traL;I_traN;I_traO;I_traP;I_traQ;I_traR;I_traT;traU;I_traV;I_traW;I_traY;I_trbA;I_trbB;MOBP1	NA
NZ_CP076269	88268	No terminal repeats	86	11	0.9957	NA	28	83.5521	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP046901	7852	No terminal repeats	10	11	0.9957	NA	2	10.1826	MOBQ	NF040806
NZ_CP012658	5603	No terminal repeats	6	11	0.9957	NA	3	5.8084	NA	NA
NZ_CP075091	28495	No terminal repeats	25	11	0.9957	NA	1	37.7816	NA	NA
NZ_CP080265	22976	No terminal repeats	23	11	0.9957	NA	10	25.5421	NA	NA
NZ_CP071715	6773	No terminal repeats	6	11	0.9957	NA	2	7.3345	NA	NA
NZ_CP017223	5828	No terminal repeats	5	11	0.9957	NA	1	1.6669	NA	NA
NZ_CP054356	75628	No terminal repeats	84	11	0.9957	NA	29	83.0404	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP028610	67786	No terminal repeats	85	11	0.9957	NA	29	77.8891	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP116407	74423	No terminal repeats	80	11	0.9957	NA	29	75.2263	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP071077	64917	No terminal repeats	73	11	0.9957	NA	28	68.4893	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP058877	67224	No terminal repeats	79	11	0.9957	NA	27	71.3083	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NF000466
NZ_CP015800	30330	No terminal repeats	47	11	0.9957	NA	1	57.8175	NA	NA
NZ_LT795505	71544	No terminal repeats	83	11	0.9957	NA	28	77.4341	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NF000052;NF012171
NZ_CP070049	69521	No terminal repeats	81	11	0.9957	NA	27	76.13	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_OW970488	70767	No terminal repeats	86	11	0.9957	NA	28	85.7468	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP095528	72021	No terminal repeats	82	11	0.9957	NA	28	81.3222	MOBF;F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL	NA
NZ_CP031797	4269	No terminal repeats	4	11	0.9957	NA	0	5.1717	NA	NA
NZ_CP054354	82764	No terminal repeats	90	11	0.9957	NA	19	77.4853	MOBP1;I_trbB;I_trbA;I_traY;I_traW;I_traV;traU;I_traT;I_traR;I_traQ;I_traP;I_traO;I_traN;I_traL;I_traK;I_traI;I_traE	NA
NZ_CP063514	3764	DTR	5	11	0.9957	NA	3	4.6018	MOBP1	NA
NZ_CP050381	71402	No terminal repeats	80	11	0.9957	NA	22	63.4369	MOBF;F_traL;F_traE;F_traK;F_traV;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG	NF040806
NZ_AP022175	63140	No terminal repeats	74	11	0.9957	NA	28	68.4893	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP056753	5321	No terminal repeats	7	11	0.9957	NA	1	7.3101	NA	NA
NZ_CP058201	4509	No terminal repeats	10	11	0.9957	NA	3	8.216	NA	NA
NZ_CP056218	4805	No terminal repeats	7	11	0.9957	NA	0	6.5741	NA	NA
NZ_CP075401	64804	ITR	70	11	0.9957	NA	1	101.999	NA	NA
NZ_AP024177	69826	No terminal repeats	85	11	0.9957	NA	27	84.0817	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP091045	63171	No terminal repeats	79	11	0.9957	NA	29	74.1258	F_traL;F_traE;F_traK;F_traB;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP011135	70533	No terminal repeats	83	11	0.9957	NA	28	75.9377	F_traG;F_traH;F_traF;F_traN;F_traU;F_traW;virb4;F_traV;F_traK;F_traE;F_traL;MOBF	NF000052;NF012171
NZ_CP113448	5053	No terminal repeats	8	11	0.9957	NA	2	8.7935	MOBQ	NA
NZ_CP095263	5535	No terminal repeats	9	11	0.9957	NA	3	8.7748	NA	NA
NZ_CP035752	66171	No terminal repeats	78	11	0.9957	NA	29	72.2644	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP100504	63428	No terminal repeats	75	11	0.9957	NA	27	68.9538	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traN;F_traF;F_traH;F_traG;MOBF	NF033134
NZ_CP074068	30008	No terminal repeats	45	11	0.9957	NA	1	57.2413	NA	NA
NZ_CP032810	61441	No terminal repeats	73	11	0.9957	NA	27	67.1747	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP051696	67142	No terminal repeats	83	11	0.9957	NA	29	78.8815	F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG;MOBF	NA
NZ_CP038377	7324	No terminal repeats	9	11	0.9957	NA	3	7.7544	NA	NA
NZ_CP075726	9537	No terminal repeats	6	11	0.9957	NA	2	6.0011	MOBQ	NA
NZ_CP074408	71810	No terminal repeats	81	11	0.9957	NA	28	79.6039	MOBF;F_traL;F_traE;F_traK;F_traV;virb4;F_traW;F_traU;F_traN;F_traF;F_traH;F_traG	NA
NZ_CP080168	8910	No terminal repeats	7	11	0.9957	NA	2	7.1909	NA	NA
NZ_CP080159	8910	No terminal repeats	7	11	0.9957	NA	2	7.1909	NA	NA
