P-P type	Composition ID	HMM profile in composition	Composition size	Total number of profiles for P-P type
AB_1	AB_1_Composition_19	AB_pers_BS065_RS19765	93	94
AB_1	AB_1_Composition_19	AB_pers_BS065_RS19770	93	94
AB_1	AB_1_Composition_19	AB_pers_C2U32_RS19265	93	94
AB_1	AB_1_Composition_19	AB_pers_C2U32_RS19270	93	94
AB_1	AB_1_Composition_19	AB_pers_CBL09_RS20525	93	94
AB_1	AB_1_Composition_19	AB_pers_CBL09_RS20530	93	94
AB_1	AB_1_Composition_19	AB_pers_CBL09_RS20695	93	94
AB_1	AB_1_Composition_19	AB_pers_CBL09_RS20700	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS18725	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS18730	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS18735	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS18890	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS18895	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS19075	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS19235	93	94
AB_1	AB_1_Composition_19	AB_pers_EA719_RS19240	93	94
AB_1	AB_1_Composition_19	AB_pers_EG364_RS20340	93	94
AB_1	AB_1_Composition_19	AB_pers_EHF38_RS18585	93	94
AB_1	AB_1_Composition_19	AB_pers_EHF38_RS18745	93	94
AB_1	AB_1_Composition_19	AB_pers_FK728_RS18175	93	94
AB_1	AB_1_Composition_19	AB_pers_FK728_RS18345	93	94
AB_1	AB_1_Composition_19	AB_pers_FK728_RS18765	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ15_RS19135	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ15_RS19140	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ15_RS19460	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ17_RS19670	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ17_RS19675	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ17_RS19690	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ17_RS20010	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ17_RS20015	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ19_RS19470	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ19_RS19790	93	94
AB_1	AB_1_Composition_19	AB_pers_FRO58_RS19560	93	94
AB_1	AB_1_Composition_19	AB_pers_FRO58_RS19565	93	94
AB_1	AB_1_Composition_19	AB_pers_FRO58_RS19900	93	94
AB_1	AB_1_Composition_19	AB_pers_GOD87_RS17930	93	94
AB_1	AB_1_Composition_19	AB_pers_GOD87_RS18045	93	94
AB_1	AB_1_Composition_19	AB_pers_GOD87_RS18205	93	94
AB_1	AB_1_Composition_19	AB_pers_GWK28_RS18600	93	94
AB_1	AB_1_Composition_19	AB_pers_GWK28_RS18760	93	94
AB_1	AB_1_Composition_19	AB_pers_GWK28_RS18845	93	94
AB_1	AB_1_Composition_19	AB_pers_GWK28_RS18940	93	94
AB_1	AB_1_Composition_19	AB_pers_GWK28_RS18945	93	94
AB_1	AB_1_Composition_19	AB_pers_H0S62_RS18970	93	94
AB_1	AB_1_Composition_19	AB_pers_H0S62_RS18975	93	94
AB_1	AB_1_Composition_19	AB_pers_H0S62_RS19165	93	94
AB_1	AB_1_Composition_19	AB_pers_H0S62_RS19355	93	94
AB_1	AB_1_Composition_19	AB_pers_H0S62_RS19360	93	94
AB_1	AB_1_Composition_19	AB_pers_H0S62_RS19515	93	94
AB_1	AB_1_Composition_19	AB_pers_H7R41_RS17710	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD79_RS19330	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD79_RS19670	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD79_RS19675	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD79_RS19680	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD80_RS19465	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD80_RS19480	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD80_RS19625	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD80_RS19965	93	94
AB_1	AB_1_Composition_19	AB_pers_IMO23_RS18370	93	94
AB_1	AB_1_Composition_19	AB_pers_IMO23_RS18445	93	94
AB_1	AB_1_Composition_19	AB_pers_IMO23_RS18550	93	94
AB_1	AB_1_Composition_19	AB_pers_P795_RS17530	93	94
AB_1	AB_1_Composition_19	AB_pers_P795_RS17555	93	94
AB_1	AB_1_Composition_19	AB_pers_P795_RS17690	93	94
AB_1	AB_1_Composition_19	AB_pers_P795_RS17885	93	94
AB_1	AB_1_Composition_19	AB_pers_RU84_RS18855	93	94
AB_1	AB_1_Composition_19	AB_pers_RU84_RS18860	93	94
AB_1	AB_1_Composition_19	AB_pers_RU84_RS19025	93	94
AB_1	AB_1_Composition_19	AB_pers_RU84_RS19035	93	94
AB_1	AB_1_Composition_19	AB_pers_RU84_RS19040	93	94
AB_1	AB_1_Composition_19	AB_pers_SG90_RS19160	93	94
AB_1	AB_1_Composition_19	AB_pers_SG90_RS19170	93	94
AB_1	AB_1_Composition_19	AB_pers_SG90_RS19510	93	94
AB_1	AB_1_Composition_19	AB_pers_TE32_RS20100	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ15_RS19455	93	94
AB_1	AB_1_Composition_19	AB_pers_FQZ19_RS19630	93	94
AB_1	AB_1_Composition_19	AB_pers_FRO58_RS19905	93	94
AB_1	AB_1_Composition_19	AB_pers_HFD79_RS19490	93	94
AB_1	AB_1_Composition_10	AB_pers_FQZ15_RS19295	92	94
AB_1	AB_1_Composition_10	AB_pers_AM435_RS00650	92	94
AB_1	AB_1_Composition_10	AB_pers_RU84_RS19020	92	94
AB_1	AB_1_Composition_10	AB_pers_ABTJ_RS19585	92	94
AB_1	AB_1_Composition_10	AB_pers_ABTJ_RS19930	92	94
AB_1	AB_1_Composition_10	AB_pers_AOT16_RS19225	92	94
AB_1	AB_1_Composition_10	AB_pers_AOT16_RS19390	92	94
AB_1	AB_1_Composition_10	AB_pers_AOT17_RS19430	92	94
AB_1	AB_1_Composition_10	AB_pers_AOT18_RS19660	92	94
AB_1	AB_1_Composition_10	AB_pers_Aba10324_RS18480	92	94
AB_1	AB_1_Composition_10	AB_pers_Aba10324_RS18670	92	94
AB_1	AB_1_Composition_10	AB_pers_B7L36_RS00085	92	94
AB_1	AB_1_Composition_10	AB_pers_B7L36_RS00600	92	94
AB_1	AB_1_Composition_10	AB_pers_BS065_RS19405	92	94
AB_1	AB_1_Composition_10	AB_pers_BS065_RS19765	92	94
AB_1	AB_1_Composition_10	AB_pers_BS065_RS19770	92	94
AB_1	AB_1_Composition_10	AB_pers_C2U32_RS19265	92	94
AB_1	AB_1_Composition_10	AB_pers_C2U32_RS19270	92	94
AB_1	AB_1_Composition_10	AB_pers_CBL09_RS20525	92	94
AB_1	AB_1_Composition_10	AB_pers_CBL09_RS20530	92	94
AB_1	AB_1_Composition_10	AB_pers_CBL09_RS20535	92	94
AB_1	AB_1_Composition_10	AB_pers_CBL09_RS20695	92	94
AB_1	AB_1_Composition_10	AB_pers_CBL09_RS20700	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS18725	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS18730	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS18735	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS18890	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS18895	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS19075	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS19235	92	94
AB_1	AB_1_Composition_10	AB_pers_EA719_RS19240	92	94
AB_1	AB_1_Composition_10	AB_pers_EG364_RS20340	92	94
AB_1	AB_1_Composition_10	AB_pers_EHF38_RS18585	92	94
AB_1	AB_1_Composition_10	AB_pers_EHF38_RS18745	92	94
AB_1	AB_1_Composition_10	AB_pers_FK728_RS18175	92	94
AB_1	AB_1_Composition_10	AB_pers_FK728_RS18345	92	94
AB_1	AB_1_Composition_10	AB_pers_FK728_RS18765	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ15_RS19135	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ15_RS19140	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ15_RS19460	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ17_RS19670	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ17_RS19675	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ17_RS19690	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ17_RS20010	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ17_RS20015	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ19_RS19470	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ19_RS19790	92	94
AB_1	AB_1_Composition_10	AB_pers_FRO58_RS19560	92	94
AB_1	AB_1_Composition_10	AB_pers_FRO58_RS19565	92	94
AB_1	AB_1_Composition_10	AB_pers_FRO58_RS19900	92	94
AB_1	AB_1_Composition_10	AB_pers_GOD87_RS17930	92	94
AB_1	AB_1_Composition_10	AB_pers_GOD87_RS18045	92	94
AB_1	AB_1_Composition_10	AB_pers_GOD87_RS18205	92	94
AB_1	AB_1_Composition_10	AB_pers_GWK28_RS18600	92	94
AB_1	AB_1_Composition_10	AB_pers_GWK28_RS18760	92	94
AB_1	AB_1_Composition_10	AB_pers_GWK28_RS18845	92	94
AB_1	AB_1_Composition_10	AB_pers_GWK28_RS18940	92	94
AB_1	AB_1_Composition_10	AB_pers_GWK28_RS18945	92	94
AB_1	AB_1_Composition_10	AB_pers_H0S62_RS18970	92	94
AB_1	AB_1_Composition_10	AB_pers_H0S62_RS18975	92	94
AB_1	AB_1_Composition_10	AB_pers_H0S62_RS19165	92	94
AB_1	AB_1_Composition_10	AB_pers_H0S62_RS19355	92	94
AB_1	AB_1_Composition_10	AB_pers_H0S62_RS19360	92	94
AB_1	AB_1_Composition_10	AB_pers_H0S62_RS19515	92	94
AB_1	AB_1_Composition_10	AB_pers_H7R41_RS17710	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD79_RS19330	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD79_RS19670	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD79_RS19675	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD79_RS19680	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD80_RS19465	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD80_RS19480	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD80_RS19625	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD80_RS19965	92	94
AB_1	AB_1_Composition_10	AB_pers_IMO23_RS18370	92	94
AB_1	AB_1_Composition_10	AB_pers_IMO23_RS18550	92	94
AB_1	AB_1_Composition_10	AB_pers_P795_RS17530	92	94
AB_1	AB_1_Composition_10	AB_pers_P795_RS17555	92	94
AB_1	AB_1_Composition_10	AB_pers_P795_RS17690	92	94
AB_1	AB_1_Composition_10	AB_pers_P795_RS17885	92	94
AB_1	AB_1_Composition_10	AB_pers_RU84_RS18855	92	94
AB_1	AB_1_Composition_10	AB_pers_RU84_RS18860	92	94
AB_1	AB_1_Composition_10	AB_pers_RU84_RS19025	92	94
AB_1	AB_1_Composition_10	AB_pers_RU84_RS19035	92	94
AB_1	AB_1_Composition_10	AB_pers_RU84_RS19040	92	94
AB_1	AB_1_Composition_10	AB_pers_SG90_RS19160	92	94
AB_1	AB_1_Composition_10	AB_pers_SG90_RS19170	92	94
AB_1	AB_1_Composition_10	AB_pers_SG90_RS19510	92	94
AB_1	AB_1_Composition_10	AB_pers_TE32_RS20100	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ15_RS19455	92	94
AB_1	AB_1_Composition_10	AB_pers_FQZ19_RS19630	92	94
AB_1	AB_1_Composition_10	AB_pers_FRO58_RS19905	92	94
AB_1	AB_1_Composition_10	AB_pers_HFD79_RS19490	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ15_RS19295	92	94
AB_1	AB_1_Composition_20	AB_pers_AM435_RS00650	92	94
AB_1	AB_1_Composition_20	AB_pers_RU84_RS19020	92	94
AB_1	AB_1_Composition_20	AB_pers_ABTJ_RS19585	92	94
AB_1	AB_1_Composition_20	AB_pers_ABTJ_RS19930	92	94
AB_1	AB_1_Composition_20	AB_pers_AOT16_RS19225	92	94
AB_1	AB_1_Composition_20	AB_pers_AOT16_RS19390	92	94
AB_1	AB_1_Composition_20	AB_pers_AOT17_RS19430	92	94
AB_1	AB_1_Composition_20	AB_pers_AOT18_RS19660	92	94
AB_1	AB_1_Composition_20	AB_pers_AOT18_RS19665	92	94
AB_1	AB_1_Composition_20	AB_pers_Aba10324_RS18480	92	94
AB_1	AB_1_Composition_20	AB_pers_Aba10324_RS18670	92	94
AB_1	AB_1_Composition_20	AB_pers_B7L36_RS00085	92	94
AB_1	AB_1_Composition_20	AB_pers_B7L36_RS00600	92	94
AB_1	AB_1_Composition_20	AB_pers_BS065_RS19405	92	94
AB_1	AB_1_Composition_20	AB_pers_BS065_RS19765	92	94
AB_1	AB_1_Composition_20	AB_pers_BS065_RS19770	92	94
AB_1	AB_1_Composition_20	AB_pers_C2U32_RS19265	92	94
AB_1	AB_1_Composition_20	AB_pers_C2U32_RS19270	92	94
AB_1	AB_1_Composition_20	AB_pers_CBL09_RS20525	92	94
AB_1	AB_1_Composition_20	AB_pers_CBL09_RS20530	92	94
AB_1	AB_1_Composition_20	AB_pers_CBL09_RS20535	92	94
AB_1	AB_1_Composition_20	AB_pers_CBL09_RS20695	92	94
AB_1	AB_1_Composition_20	AB_pers_CBL09_RS20700	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS18725	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS18730	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS18735	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS18890	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS18895	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS19075	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS19235	92	94
AB_1	AB_1_Composition_20	AB_pers_EA719_RS19240	92	94
AB_1	AB_1_Composition_20	AB_pers_EG364_RS20340	92	94
AB_1	AB_1_Composition_20	AB_pers_EHF38_RS18585	92	94
AB_1	AB_1_Composition_20	AB_pers_EHF38_RS18745	92	94
AB_1	AB_1_Composition_20	AB_pers_FK728_RS18175	92	94
AB_1	AB_1_Composition_20	AB_pers_FK728_RS18345	92	94
AB_1	AB_1_Composition_20	AB_pers_FK728_RS18765	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ15_RS19135	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ15_RS19140	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ15_RS19460	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ17_RS19670	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ17_RS19675	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ17_RS19690	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ17_RS20010	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ17_RS20015	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ19_RS19470	92	94
AB_1	AB_1_Composition_20	AB_pers_FRO58_RS19560	92	94
AB_1	AB_1_Composition_20	AB_pers_FRO58_RS19565	92	94
AB_1	AB_1_Composition_20	AB_pers_FRO58_RS19900	92	94
AB_1	AB_1_Composition_20	AB_pers_GOD87_RS17930	92	94
AB_1	AB_1_Composition_20	AB_pers_GOD87_RS18045	92	94
AB_1	AB_1_Composition_20	AB_pers_GOD87_RS18205	92	94
AB_1	AB_1_Composition_20	AB_pers_GWK28_RS18600	92	94
AB_1	AB_1_Composition_20	AB_pers_GWK28_RS18760	92	94
AB_1	AB_1_Composition_20	AB_pers_GWK28_RS18845	92	94
AB_1	AB_1_Composition_20	AB_pers_GWK28_RS18940	92	94
AB_1	AB_1_Composition_20	AB_pers_GWK28_RS18945	92	94
AB_1	AB_1_Composition_20	AB_pers_H0S62_RS18970	92	94
AB_1	AB_1_Composition_20	AB_pers_H0S62_RS18975	92	94
AB_1	AB_1_Composition_20	AB_pers_H0S62_RS19165	92	94
AB_1	AB_1_Composition_20	AB_pers_H0S62_RS19355	92	94
AB_1	AB_1_Composition_20	AB_pers_H0S62_RS19360	92	94
AB_1	AB_1_Composition_20	AB_pers_H0S62_RS19515	92	94
AB_1	AB_1_Composition_20	AB_pers_H7R41_RS17710	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD79_RS19330	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD79_RS19670	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD79_RS19675	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD79_RS19680	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD80_RS19465	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD80_RS19480	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD80_RS19625	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD80_RS19965	92	94
AB_1	AB_1_Composition_20	AB_pers_IMO23_RS18370	92	94
AB_1	AB_1_Composition_20	AB_pers_IMO23_RS18550	92	94
AB_1	AB_1_Composition_20	AB_pers_P795_RS17530	92	94
AB_1	AB_1_Composition_20	AB_pers_P795_RS17555	92	94
AB_1	AB_1_Composition_20	AB_pers_P795_RS17690	92	94
AB_1	AB_1_Composition_20	AB_pers_P795_RS17885	92	94
AB_1	AB_1_Composition_20	AB_pers_RU84_RS18855	92	94
AB_1	AB_1_Composition_20	AB_pers_RU84_RS18860	92	94
AB_1	AB_1_Composition_20	AB_pers_RU84_RS19025	92	94
AB_1	AB_1_Composition_20	AB_pers_RU84_RS19035	92	94
AB_1	AB_1_Composition_20	AB_pers_RU84_RS19040	92	94
AB_1	AB_1_Composition_20	AB_pers_SG90_RS19160	92	94
AB_1	AB_1_Composition_20	AB_pers_SG90_RS19170	92	94
AB_1	AB_1_Composition_20	AB_pers_SG90_RS19510	92	94
AB_1	AB_1_Composition_20	AB_pers_TE32_RS20100	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ15_RS19455	92	94
AB_1	AB_1_Composition_20	AB_pers_FQZ19_RS19630	92	94
AB_1	AB_1_Composition_20	AB_pers_FRO58_RS19905	92	94
AB_1	AB_1_Composition_20	AB_pers_HFD79_RS19490	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ15_RS19295	92	94
AB_1	AB_1_Composition_29	AB_pers_AM435_RS00650	92	94
AB_1	AB_1_Composition_29	AB_pers_RU84_RS19020	92	94
AB_1	AB_1_Composition_29	AB_pers_ABTJ_RS19585	92	94
AB_1	AB_1_Composition_29	AB_pers_ABTJ_RS19930	92	94
AB_1	AB_1_Composition_29	AB_pers_AOT16_RS19225	92	94
AB_1	AB_1_Composition_29	AB_pers_AOT16_RS19390	92	94
AB_1	AB_1_Composition_29	AB_pers_AOT17_RS19430	92	94
AB_1	AB_1_Composition_29	AB_pers_AOT18_RS19660	92	94
AB_1	AB_1_Composition_29	AB_pers_AOT18_RS19665	92	94
AB_1	AB_1_Composition_29	AB_pers_Aba10324_RS18480	92	94
AB_1	AB_1_Composition_29	AB_pers_Aba10324_RS18670	92	94
AB_1	AB_1_Composition_29	AB_pers_B7L36_RS00085	92	94
AB_1	AB_1_Composition_29	AB_pers_B7L36_RS00600	92	94
AB_1	AB_1_Composition_29	AB_pers_BS065_RS19405	92	94
AB_1	AB_1_Composition_29	AB_pers_BS065_RS19765	92	94
AB_1	AB_1_Composition_29	AB_pers_BS065_RS19770	92	94
AB_1	AB_1_Composition_29	AB_pers_C2U32_RS19265	92	94
AB_1	AB_1_Composition_29	AB_pers_C2U32_RS19270	92	94
AB_1	AB_1_Composition_29	AB_pers_CBL09_RS20525	92	94
AB_1	AB_1_Composition_29	AB_pers_CBL09_RS20530	92	94
AB_1	AB_1_Composition_29	AB_pers_CBL09_RS20535	92	94
AB_1	AB_1_Composition_29	AB_pers_CBL09_RS20695	92	94
AB_1	AB_1_Composition_29	AB_pers_CBL09_RS20700	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS18725	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS18730	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS18735	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS18890	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS18895	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS19075	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS19235	92	94
AB_1	AB_1_Composition_29	AB_pers_EA719_RS19240	92	94
AB_1	AB_1_Composition_29	AB_pers_EG364_RS20340	92	94
AB_1	AB_1_Composition_29	AB_pers_EHF38_RS18585	92	94
AB_1	AB_1_Composition_29	AB_pers_EHF38_RS18745	92	94
AB_1	AB_1_Composition_29	AB_pers_FK728_RS18175	92	94
AB_1	AB_1_Composition_29	AB_pers_FK728_RS18345	92	94
AB_1	AB_1_Composition_29	AB_pers_FK728_RS18765	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ15_RS19135	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ15_RS19140	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ15_RS19460	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ17_RS19670	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ17_RS19675	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ17_RS19690	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ17_RS20010	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ17_RS20015	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ19_RS19470	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ19_RS19790	92	94
AB_1	AB_1_Composition_29	AB_pers_FRO58_RS19560	92	94
AB_1	AB_1_Composition_29	AB_pers_FRO58_RS19565	92	94
AB_1	AB_1_Composition_29	AB_pers_FRO58_RS19900	92	94
AB_1	AB_1_Composition_29	AB_pers_GOD87_RS17930	92	94
AB_1	AB_1_Composition_29	AB_pers_GOD87_RS18045	92	94
AB_1	AB_1_Composition_29	AB_pers_GOD87_RS18205	92	94
AB_1	AB_1_Composition_29	AB_pers_GWK28_RS18600	92	94
AB_1	AB_1_Composition_29	AB_pers_GWK28_RS18760	92	94
AB_1	AB_1_Composition_29	AB_pers_GWK28_RS18845	92	94
AB_1	AB_1_Composition_29	AB_pers_GWK28_RS18940	92	94
AB_1	AB_1_Composition_29	AB_pers_GWK28_RS18945	92	94
AB_1	AB_1_Composition_29	AB_pers_H0S62_RS18970	92	94
AB_1	AB_1_Composition_29	AB_pers_H0S62_RS18975	92	94
AB_1	AB_1_Composition_29	AB_pers_H0S62_RS19165	92	94
AB_1	AB_1_Composition_29	AB_pers_H0S62_RS19355	92	94
AB_1	AB_1_Composition_29	AB_pers_H0S62_RS19360	92	94
AB_1	AB_1_Composition_29	AB_pers_H0S62_RS19515	92	94
AB_1	AB_1_Composition_29	AB_pers_H7R41_RS17710	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD79_RS19330	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD79_RS19670	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD79_RS19675	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD79_RS19680	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD80_RS19465	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD80_RS19480	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD80_RS19625	92	94
AB_1	AB_1_Composition_29	AB_pers_HFD80_RS19965	92	94
AB_1	AB_1_Composition_29	AB_pers_IMO23_RS18370	92	94
AB_1	AB_1_Composition_29	AB_pers_IMO23_RS18445	92	94
AB_1	AB_1_Composition_29	AB_pers_IMO23_RS18550	92	94
AB_1	AB_1_Composition_29	AB_pers_P795_RS17530	92	94
AB_1	AB_1_Composition_29	AB_pers_P795_RS17555	92	94
AB_1	AB_1_Composition_29	AB_pers_P795_RS17690	92	94
AB_1	AB_1_Composition_29	AB_pers_P795_RS17885	92	94
AB_1	AB_1_Composition_29	AB_pers_RU84_RS18855	92	94
AB_1	AB_1_Composition_29	AB_pers_RU84_RS18860	92	94
AB_1	AB_1_Composition_29	AB_pers_RU84_RS19025	92	94
AB_1	AB_1_Composition_29	AB_pers_RU84_RS19035	92	94
AB_1	AB_1_Composition_29	AB_pers_RU84_RS19040	92	94
AB_1	AB_1_Composition_29	AB_pers_SG90_RS19160	92	94
AB_1	AB_1_Composition_29	AB_pers_SG90_RS19170	92	94
AB_1	AB_1_Composition_29	AB_pers_SG90_RS19510	92	94
AB_1	AB_1_Composition_29	AB_pers_TE32_RS20100	92	94
AB_1	AB_1_Composition_29	AB_pers_FQZ19_RS19630	92	94
AB_1	AB_1_Composition_29	AB_pers_FRO58_RS19905	92	94
AB_1	AB_1_Composition_3	AB_pers_FQZ15_RS19295	91	94
AB_1	AB_1_Composition_3	AB_pers_AM435_RS00650	91	94
AB_1	AB_1_Composition_3	AB_pers_RU84_RS19020	91	94
AB_1	AB_1_Composition_3	AB_pers_ABTJ_RS19585	91	94
AB_1	AB_1_Composition_3	AB_pers_ABTJ_RS19930	91	94
AB_1	AB_1_Composition_3	AB_pers_AOT16_RS19225	91	94
AB_1	AB_1_Composition_3	AB_pers_AOT16_RS19390	91	94
AB_1	AB_1_Composition_3	AB_pers_AOT17_RS19430	91	94
AB_1	AB_1_Composition_3	AB_pers_AOT18_RS19660	91	94
AB_1	AB_1_Composition_3	AB_pers_AOT18_RS19665	91	94
AB_1	AB_1_Composition_3	AB_pers_Aba10324_RS18480	91	94
AB_1	AB_1_Composition_3	AB_pers_Aba10324_RS18670	91	94
AB_1	AB_1_Composition_3	AB_pers_B7L36_RS00085	91	94
AB_1	AB_1_Composition_3	AB_pers_B7L36_RS00600	91	94
AB_1	AB_1_Composition_3	AB_pers_BS065_RS19405	91	94
AB_1	AB_1_Composition_3	AB_pers_BS065_RS19765	91	94
AB_1	AB_1_Composition_3	AB_pers_BS065_RS19770	91	94
AB_1	AB_1_Composition_3	AB_pers_C2U32_RS19265	91	94
AB_1	AB_1_Composition_3	AB_pers_C2U32_RS19270	91	94
AB_1	AB_1_Composition_3	AB_pers_CBL09_RS20525	91	94
AB_1	AB_1_Composition_3	AB_pers_CBL09_RS20530	91	94
AB_1	AB_1_Composition_3	AB_pers_CBL09_RS20535	91	94
AB_1	AB_1_Composition_3	AB_pers_CBL09_RS20695	91	94
AB_1	AB_1_Composition_3	AB_pers_CBL09_RS20700	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS18725	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS18730	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS18735	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS18890	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS18895	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS19075	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS19235	91	94
AB_1	AB_1_Composition_3	AB_pers_EA719_RS19240	91	94
AB_1	AB_1_Composition_3	AB_pers_EHF38_RS18585	91	94
AB_1	AB_1_Composition_3	AB_pers_EHF38_RS18745	91	94
AB_1	AB_1_Composition_3	AB_pers_FK728_RS18175	91	94
AB_1	AB_1_Composition_3	AB_pers_FK728_RS18345	91	94
